booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking,hotel_city,No_of_days,Room_rate
543,150171,Stayed,1/23/2017,1/24/2017,1,449,2206,466,1/23/2017,Gurgaon,1,2206
544,62188,Stayed,1/3/2017,1/4/2017,1,449,2042,536,1/3/2017,Gurgaon,1,2042
545,141740,Cancelled,1/2/2017,1/3/2017,1,449,2192,464,1/1/2017,Gurgaon,1,2192
546,46167,Stayed,1/26/2017,1/27/2017,1,13,1949,578,1/25/2017,Gurgaon,1,1949
547,69366,Stayed,1/22/2017,1/23/2017,1,13,1819,385,1/22/2017,Gurgaon,1,1819
548,68193,Cancelled,1/22/2017,1/23/2017,1,13,2209,468,1/18/2017,Gurgaon,1,2209
549,137548,Stayed,1/19/2017,1/21/2017,1,13,3117,685,1/18/2017,Gurgaon,2,3117
550,69073,Cancelled,1/21/2017,1/22/2017,1,13,1949,413,1/18/2017,Gurgaon,1,1949
551,15656,Stayed,1/7/2017,1/8/2017,1,13,2209,561,1/7/2017,Gurgaon,1,2209
552,66828,Stayed,1/28/2017,1/29/2017,1,13,1949,413,1/27/2017,Gurgaon,1,1949
553,109945,Stayed,2/8/2017,2/9/2017,1,207,1754,386,1/29/2017,Gurgaon,1,1754
554,72025,Stayed,1/26/2017,1/28/2017,1,207,3637,800,1/26/2017,Gurgaon,2,3637
555,33824,Stayed,1/25/2017,1/26/2017,2,207,4157,1055,1/24/2017,Gurgaon,1,2078.5
556,3929,Stayed,1/25/2017,1/26/2017,1,207,1819,385,1/24/2017,Gurgaon,1,1819
557,43827,Cancelled,1/26/2017,1/28/2017,1,207,3637,800,1/16/2017,Gurgaon,2,3637
558,96106,Stayed,1/21/2017,1/22/2017,1,207,1819,385,1/16/2017,Gurgaon,1,1819
559,192192,No Show,1/30/2017,1/31/2017,1,207,1494,316,1/29/2017,Gurgaon,1,1494
560,81480,Cancelled,1/20/2017,1/21/2017,1,207,1819,385,1/19/2017,Gurgaon,1,1819
561,7326,Cancelled,1/19/2017,1/20/2017,1,207,1819,400,1/17/2017,Gurgaon,1,1819
562,57879,Cancelled,1/21/2017,1/22/2017,1,207,1949,413,1/16/2017,Gurgaon,1,1949
563,136170,Stayed,1/14/2017,1/15/2017,1,207,1949,413,1/14/2017,Gurgaon,1,1949
564,42878,Cancelled,1/20/2017,1/21/2017,1,207,1949,413,1/12/2017,Gurgaon,1,1949
565,131261,Stayed,1/11/2017,1/12/2017,1,207,1949,413,1/11/2017,Gurgaon,1,1949
566,134588,Stayed,1/9/2017,1/10/2017,1,207,2014,512,1/8/2017,Gurgaon,1,2014
567,155740,Stayed,1/6/2017,1/7/2017,1,207,1884,479,1/3/2017,Gurgaon,1,1884
568,173521,No Show,1/2/2017,1/3/2017,1,207,1884,398,1/1/2017,Gurgaon,1,1884
569,153931,No Show,1/2/2017,1/3/2017,1,207,1884,398,1/1/2017,Gurgaon,1,1884
570,81775,Cancelled,1/1/2017,1/2/2017,1,207,2339,495,1/1/2017,Gurgaon,1,2339
571,159297,Stayed,1/20/2017,1/24/2017,1,629,8637,1827,1/18/2017,Gurgaon,4,8637
572,118118,Stayed,1/21/2017,1/22/2017,1,629,2404,508,1/21/2017,Gurgaon,1,2404
573,28143,Cancelled,1/21/2017,1/22/2017,1,629,1689,358,1/21/2017,Gurgaon,1,1689
574,189822,Cancelled,1/10/2017,1/11/2017,1,629,2144,545,1/10/2017,Gurgaon,1,2144
575,64904,Stayed,1/6/2017,1/8/2017,1,629,4157,914,1/5/2017,Gurgaon,2,4157
576,186338,No Show,1/26/2017,1/27/2017,1,629,2144,453,1/26/2017,Gurgaon,1,2144
577,63569,Stayed,1/5/2017,1/6/2017,1,629,2079,528,1/3/2017,Gurgaon,1,2079
578,97682,Stayed,1/3/2017,1/4/2017,1,629,2209,561,1/3/2017,Gurgaon,1,2209
579,177898,Cancelled,1/30/2017,1/31/2017,1,440,2079,440,1/30/2017,Gurgaon,1,2079
580,121394,Stayed,1/25/2017,1/26/2017,1,16,2729,578,1/22/2017,Gurgaon,1,2729
581,103317,Stayed,1/24/2017,1/25/2017,1,16,2599,550,1/24/2017,Gurgaon,1,2599
582,16808,Stayed,1/12/2017,1/13/2017,1,16,3119,792,1/4/2017,Gurgaon,1,3119
583,100836,Stayed,1/1/2017,1/2/2017,2,16,6237,1320,1/1/2017,Gurgaon,1,3118.5
584,32986,Stayed,2/1/2017,2/2/2017,1,955,2209,468,1/30/2017,Gurgaon,1,2209
585,133215,Cancelled,1/15/2017,1/16/2017,1,955,2339,495,1/15/2017,Gurgaon,1,2339
586,183351,Stayed,1/3/2017,1/4/2017,1,955,1819,462,1/3/2017,Gurgaon,1,1819
587,106307,Stayed,1/29/2017,1/30/2017,1,955,1884,415,1/27/2017,Gurgaon,1,1884
588,158040,Cancelled,1/4/2017,1/5/2017,1,955,2144,545,1/3/2017,Gurgaon,1,2144
589,121598,Stayed,1/28/2017,1/29/2017,1,515,2859,605,1/28/2017,Gurgaon,1,2859
590,168301,No Show,1/27/2017,1/28/2017,1,515,2599,550,1/27/2017,Gurgaon,1,2599
591,187164,Stayed,1/14/2017,1/15/2017,2,523,4157,880,1/14/2017,Gurgaon,1,2078.5
592,35857,Stayed,1/14/2017,1/15/2017,1,523,2079,440,1/14/2017,Gurgaon,1,2079
593,63819,Cancelled,1/14/2017,1/15/2017,1,523,2404,508,1/12/2017,Gurgaon,1,2404
594,125092,Stayed,1/4/2017,1/5/2017,1,243,2014,443,1/3/2017,Gurgaon,1,2014
595,40151,Cancelled,1/25/2017,1/26/2017,1,399,2144,545,1/25/2017,Gurgaon,1,2144
596,180731,Cancelled,1/15/2017,1/16/2017,1,399,2209,561,1/14/2017,Gurgaon,1,2209
597,152455,Cancelled,1/6/2017,1/7/2017,1,399,2534,644,1/5/2017,Gurgaon,1,2534
598,191500,Stayed,2/2/2017,2/3/2017,1,848,2534,536,1/31/2017,Gurgaon,1,2534
599,148275,Cancelled,2/1/2017,2/2/2017,1,848,2534,536,1/31/2017,Gurgaon,1,2534
600,50419,Stayed,1/18/2017,1/19/2017,1,848,2534,536,1/17/2017,Gurgaon,1,2534
601,107726,Stayed,1/15/2017,1/16/2017,1,848,2664,563,1/15/2017,Gurgaon,1,2664
602,73042,Cancelled,1/9/2017,1/10/2017,1,848,2599,660,1/9/2017,Gurgaon,1,2599
603,27291,Cancelled,1/9/2017,1/10/2017,1,848,2599,660,1/9/2017,Gurgaon,1,2599
604,185389,Stayed,1/28/2017,1/29/2017,1,131,1819,385,1/20/2017,Gurgaon,1,1819
605,43500,Stayed,1/15/2017,1/16/2017,1,131,2274,481,1/15/2017,Gurgaon,1,2274
606,120340,Stayed,1/10/2017,1/11/2017,1,131,1559,396,1/10/2017,Gurgaon,1,1559
607,125127,Stayed,1/5/2017,1/6/2017,1,131,1624,426,1/5/2017,Gurgaon,1,1624
608,87662,Stayed,1/30/2017,1/31/2017,1,653,2274,481,1/28/2017,Gurgaon,1,2274
609,146588,Cancelled,1/30/2017,1/31/2017,1,653,2729,578,1/27/2017,Gurgaon,1,2729
610,13601,Stayed,1/26/2017,1/27/2017,1,653,2599,660,1/26/2017,Gurgaon,1,2599
611,82240,Stayed,1/24/2017,1/25/2017,2,653,4027,853,1/22/2017,Gurgaon,1,2013.5
612,59546,Cancelled,1/21/2017,1/22/2017,2,653,4547,963,1/21/2017,Gurgaon,1,2273.5
613,162220,Stayed,1/20/2017,1/21/2017,1,653,2274,481,1/20/2017,Gurgaon,1,2274
614,38733,Stayed,1/18/2017,1/19/2017,1,653,2274,481,1/14/2017,Gurgaon,1,2274
615,169224,Cancelled,1/15/2017,1/16/2017,1,653,2339,495,1/15/2017,Gurgaon,1,2339
616,88774,Stayed,2/1/2017,2/2/2017,2,653,4417,935,1/31/2017,Gurgaon,1,2208.5
617,132971,Stayed,1/12/2017,1/13/2017,1,653,1754,446,1/12/2017,Gurgaon,1,1754
618,44047,Cancelled,1/12/2017,1/13/2017,1,653,1754,446,1/12/2017,Gurgaon,1,1754
619,18527,Stayed,1/11/2017,1/12/2017,1,653,2339,495,1/10/2017,Gurgaon,1,2339
620,2202,Stayed,1/11/2017,1/12/2017,1,653,2339,594,1/10/2017,Gurgaon,1,2339
621,151818,Cancelled,1/10/2017,1/11/2017,1,653,1884,479,1/10/2017,Gurgaon,1,1884
622,81672,Cancelled,1/11/2017,1/12/2017,1,653,2469,523,1/9/2017,Gurgaon,1,2469
623,179662,Stayed,1/9/2017,1/10/2017,1,653,1754,446,1/8/2017,Gurgaon,1,1754
624,21716,Stayed,1/2/2017,1/3/2017,1,653,2534,536,1/2/2017,Gurgaon,1,2534
625,132447,Cancelled,2/2/2017,2/3/2017,1,346,2274,481,1/25/2017,Gurgaon,1,2274
626,69610,Stayed,1/25/2017,1/27/2017,1,346,5132,1086,1/24/2017,Gurgaon,2,5132
627,100139,Stayed,1/26/2017,1/27/2017,1,346,2274,481,1/26/2017,Gurgaon,1,2274
628,13794,Cancelled,1/25/2017,1/26/2017,1,346,2209,486,1/25/2017,Gurgaon,1,2209
629,43903,Cancelled,1/25/2017,1/26/2017,1,346,1754,446,1/25/2017,Gurgaon,1,1754
630,75950,Cancelled,1/26/2017,1/27/2017,1,346,2599,550,1/23/2017,Gurgaon,1,2599
631,198997,Stayed,1/24/2017,1/25/2017,1,346,1754,446,1/23/2017,Gurgaon,1,1754
632,75121,Cancelled,1/25/2017,1/26/2017,1,346,2534,536,1/24/2017,Gurgaon,1,2534
633,194812,Stayed,1/21/2017,1/22/2017,1,346,2534,536,1/20/2017,Gurgaon,1,2534
634,44490,Stayed,1/20/2017,1/21/2017,1,346,1559,330,1/20/2017,Gurgaon,1,1559
635,85307,No Show,1/19/2017,1/20/2017,1,346,1754,371,1/18/2017,Gurgaon,1,1754
636,107187,Cancelled,1/15/2017,1/16/2017,1,346,2209,468,1/14/2017,Gurgaon,1,2209
637,22257,Stayed,1/8/2017,1/9/2017,1,346,2729,693,1/7/2017,Gurgaon,1,2729
638,97046,Stayed,1/7/2017,1/8/2017,1,346,2404,611,1/5/2017,Gurgaon,1,2404
639,121674,Cancelled,1/5/2017,1/6/2017,1,346,2404,630,1/5/2017,Gurgaon,1,2404
640,48699,Stayed,1/4/2017,1/5/2017,1,346,1949,512,1/4/2017,Gurgaon,1,1949
641,183245,Stayed,1/1/2017,1/2/2017,1,346,3199,677,1/1/2017,Gurgaon,1,3199
642,65208,Cancelled,1/16/2017,1/18/2017,10,346,59254,12535,1/1/2017,Gurgaon,2,5925.4
643,142265,Stayed,1/16/2017,1/17/2017,1,176,2209,468,1/15/2017,Gurgaon,1,2209
644,90036,Cancelled,1/25/2017,1/26/2017,1,50,2729,578,1/24/2017,Gurgaon,1,2729
645,168358,Cancelled,1/23/2017,1/24/2017,1,50,2729,578,1/23/2017,Gurgaon,1,2729
646,166300,Stayed,1/21/2017,1/22/2017,1,50,3249,688,1/21/2017,Gurgaon,1,3249
647,14742,Stayed,1/21/2017,1/22/2017,1,50,2859,629,1/20/2017,Gurgaon,1,2859
648,23705,Stayed,1/20/2017,1/21/2017,1,50,2924,618,1/7/2017,Gurgaon,1,2924
649,37363,Cancelled,1/21/2017,1/22/2017,1,50,2859,0,1/20/2017,Gurgaon,1,2859
650,71996,Stayed,1/11/2017,1/13/2017,1,50,5977,1265,1/11/2017,Gurgaon,2,5977
651,36718,Stayed,1/8/2017,1/9/2017,1,50,3119,792,1/7/2017,Gurgaon,1,3119
652,23250,Stayed,1/7/2017,1/8/2017,1,50,3834,974,1/7/2017,Gurgaon,1,3834
653,137974,No Show,1/7/2017,1/8/2017,1,50,2664,677,1/2/2017,Gurgaon,1,2664
654,133115,Stayed,1/5/2017,1/6/2017,1,50,2989,759,1/5/2017,Gurgaon,1,2989
655,129376,Stayed,1/5/2017,1/6/2017,1,50,2989,759,1/5/2017,Gurgaon,1,2989
656,141373,Stayed,1/4/2017,1/5/2017,1,50,2989,759,1/4/2017,Gurgaon,1,2989
657,179812,Stayed,1/2/2017,1/4/2017,1,50,4807,1018,1/2/2017,Gurgaon,2,4807
658,37981,Cancelled,1/29/2017,1/30/2017,1,241,1689,358,1/28/2017,Gurgaon,1,1689
659,67743,Stayed,1/27/2017,1/28/2017,1,241,1949,413,1/25/2017,Gurgaon,1,1949
660,132187,Stayed,1/25/2017,1/26/2017,1,241,1754,371,1/25/2017,Gurgaon,1,1754
661,141064,Cancelled,1/25/2017,1/26/2017,1,241,1689,358,1/24/2017,Gurgaon,1,1689
662,161333,Stayed,1/21/2017,1/22/2017,1,241,1949,413,1/17/2017,Gurgaon,1,1949
663,127919,Cancelled,1/7/2017,1/8/2017,1,241,1949,495,1/3/2017,Gurgaon,1,1949
664,68922,Stayed,1/5/2017,1/6/2017,1,241,2014,512,1/4/2017,Gurgaon,1,2014
665,143977,Stayed,1/4/2017,1/5/2017,1,241,2014,512,1/4/2017,Gurgaon,1,2014
666,71704,Cancelled,2/13/2017,2/14/2017,1,310,2534,536,1/30/2017,Gurgaon,1,2534
667,190240,Cancelled,2/8/2017,2/9/2017,1,310,2274,481,1/30/2017,Gurgaon,1,2274
668,163001,No Show,1/25/2017,1/26/2017,1,239,2053,435,1/25/2017,Gurgaon,1,2053
669,61396,No Show,1/25/2017,1/26/2017,1,239,2053,435,1/25/2017,Gurgaon,1,2053
670,151754,Stayed,1/25/2017,1/26/2017,1,239,2053,435,1/25/2017,Gurgaon,1,2053
671,44199,Stayed,1/20/2017,1/23/2017,1,239,7391,1563,1/15/2017,Gurgaon,3,7391
672,135873,Cancelled,1/22/2017,1/23/2017,1,239,2231,472,1/20/2017,Gurgaon,1,2231
673,173243,Cancelled,1/20/2017,1/21/2017,1,239,2339,495,1/19/2017,Gurgaon,1,2339
674,140493,Stayed,1/15/2017,1/16/2017,1,239,2058,436,1/15/2017,Gurgaon,1,2058
675,108885,Cancelled,1/6/2017,1/7/2017,1,239,2153,547,1/2/2017,Gurgaon,1,2153
676,14623,Cancelled,1/28/2017,1/29/2017,1,77,2387,505,1/25/2017,Gurgaon,1,2387
677,15533,Stayed,1/26/2017,1/27/2017,1,77,2276,482,1/24/2017,Gurgaon,1,2276
678,60406,Stayed,1/25/2017,1/27/2017,1,77,4324,915,1/23/2017,Gurgaon,2,4324
679,17878,Cancelled,1/21/2017,1/22/2017,1,77,2301,487,1/19/2017,Gurgaon,1,2301
680,35923,Stayed,1/18/2017,1/19/2017,1,77,2178,461,1/17/2017,Gurgaon,1,2178
681,31449,Cancelled,1/16/2017,1/17/2017,2,77,4004,847,1/16/2017,Gurgaon,1,2002
682,21694,Stayed,1/11/2017,1/12/2017,1,77,2363,501,1/9/2017,Gurgaon,1,2363
683,185192,Cancelled,1/8/2017,1/9/2017,1,77,2423,615,1/8/2017,Gurgaon,1,2423
684,114490,Stayed,1/7/2017,1/8/2017,1,77,2852,724,1/7/2017,Gurgaon,1,2852
685,33926,Cancelled,1/7/2017,1/8/2017,1,77,2640,670,1/6/2017,Gurgaon,1,2640
686,39744,Stayed,2/1/2017,2/2/2017,1,364,2144,453,1/30/2017,Gurgaon,1,2144
687,38870,Stayed,1/23/2017,1/24/2017,1,364,1819,385,1/23/2017,Gurgaon,1,1819
688,100536,No Show,1/22/2017,1/23/2017,1,364,2144,545,1/22/2017,Gurgaon,1,2144
689,192084,Stayed,1/22/2017,1/23/2017,1,364,1949,825,1/21/2017,Gurgaon,1,1949
690,180029,Cancelled,1/22/2017,1/23/2017,1,364,2144,453,1/22/2017,Gurgaon,1,2144
691,3424,Cancelled,1/21/2017,1/22/2017,1,364,1884,398,1/20/2017,Gurgaon,1,1884
692,83686,Stayed,1/16/2017,1/17/2017,1,364,1429,303,1/16/2017,Gurgaon,1,1429
693,162727,Cancelled,1/16/2017,1/17/2017,1,364,1754,371,1/16/2017,Gurgaon,1,1754
694,43287,Cancelled,1/13/2017,1/14/2017,1,364,2014,426,1/12/2017,Gurgaon,1,2014
695,171124,Stayed,1/11/2017,1/12/2017,1,364,2079,440,1/9/2017,Gurgaon,1,2079
696,19964,Stayed,1/22/2017,1/23/2017,1,58,1754,371,1/21/2017,Gurgaon,1,1754
697,109075,Stayed,1/22/2017,1/23/2017,1,58,1949,413,1/22/2017,Gurgaon,1,1949
698,165241,Stayed,1/20/2017,1/22/2017,1,58,5327,1172,1/20/2017,Gurgaon,2,5327
699,86742,Cancelled,1/20/2017,1/22/2017,1,58,5457,1155,1/14/2017,Gurgaon,2,5457
700,8380,Stayed,1/10/2017,1/11/2017,1,58,3184,809,1/10/2017,Gurgaon,1,3184
701,119441,Stayed,1/8/2017,1/9/2017,1,58,2859,726,1/7/2017,Gurgaon,1,2859
702,45445,Stayed,1/6/2017,1/7/2017,1,58,3574,937,1/6/2017,Gurgaon,1,3574
703,56694,Cancelled,1/6/2017,1/8/2017,1,58,7277,1847,1/6/2017,Gurgaon,2,7277
704,162221,Cancelled,1/4/2017,1/5/2017,1,58,2534,644,1/2/2017,Gurgaon,1,2534
705,61254,Cancelled,1/28/2017,1/29/2017,1,448,2469,523,1/27/2017,Gurgaon,1,2469
706,72253,Cancelled,1/13/2017,1/14/2017,1,448,2209,486,1/11/2017,Gurgaon,1,2209
707,55090,Cancelled,1/5/2017,1/6/2017,1,448,2079,528,1/5/2017,Gurgaon,1,2079
708,92590,Stayed,1/27/2017,1/28/2017,1,448,1949,495,1/27/2017,Gurgaon,1,1949
709,4675,Cancelled,1/26/2017,1/30/2017,1,448,10135,2144,1/26/2017,Gurgaon,4,10135
710,199293,Stayed,1/20/2017,1/22/2017,1,448,4872,1031,1/17/2017,Gurgaon,2,4872
711,133740,Stayed,2/14/2017,2/15/2017,1,417,1732,366,1/18/2017,Gurgaon,1,1732
712,164983,Stayed,2/13/2017,2/14/2017,2,417,3463,762,1/29/2017,Gurgaon,1,1731.5
713,87768,Stayed,1/29/2017,1/30/2017,1,417,1732,366,1/29/2017,Gurgaon,1,1732
714,72674,Stayed,1/23/2017,1/27/2017,1,417,9365,1981,1/23/2017,Gurgaon,4,9365
715,72656,Cancelled,1/25/2017,1/26/2017,1,417,1732,366,1/12/2017,Gurgaon,1,1732
716,162418,Cancelled,1/21/2017,1/22/2017,1,417,2811,595,1/21/2017,Gurgaon,1,2811
717,195264,Stayed,1/20/2017,1/21/2017,1,417,1732,381,1/14/2017,Gurgaon,1,1732
718,158173,No Show,1/19/2017,1/20/2017,1,417,2092,531,1/19/2017,Gurgaon,1,2092
719,71428,Stayed,1/19/2017,1/20/2017,1,417,1998,422,1/19/2017,Gurgaon,1,1998
720,32661,Stayed,1/17/2017,1/18/2017,1,417,2018,427,1/17/2017,Gurgaon,1,2018
721,77901,Stayed,1/23/2017,1/24/2017,1,417,2133,451,1/23/2017,Gurgaon,1,2133
722,36635,Stayed,1/15/2017,1/16/2017,1,417,1732,366,1/12/2017,Gurgaon,1,1732
723,193104,Stayed,1/14/2017,1/15/2017,1,417,2900,614,1/14/2017,Gurgaon,1,2900
724,164004,Stayed,1/14/2017,1/15/2017,1,417,2734,579,1/14/2017,Gurgaon,1,2734
725,145104,Cancelled,1/14/2017,1/15/2017,1,417,1732,366,1/12/2017,Gurgaon,1,1732
726,106508,Cancelled,1/14/2017,1/15/2017,1,417,1732,381,1/12/2017,Gurgaon,1,1732
727,73210,Stayed,1/6/2017,1/7/2017,1,417,2270,576,1/6/2017,Gurgaon,1,2270
728,52850,Stayed,1/4/2017,1/5/2017,1,417,2566,651,1/4/2017,Gurgaon,1,2566
729,20855,Cancelled,1/4/2017,1/5/2017,1,417,2951,649,1/4/2017,Gurgaon,1,2951
730,86029,Cancelled,1/4/2017,1/5/2017,1,417,2408,509,1/3/2017,Gurgaon,1,2408
731,27876,Cancelled,1/1/2017,1/2/2017,1,417,2201,465,1/1/2017,Gurgaon,1,2201
732,151259,No Show,1/12/2017,1/13/2017,1,417,2032,430,1/12/2017,Gurgaon,1,2032
733,144909,Cancelled,1/25/2017,1/26/2017,1,417,2090,442,1/8/2017,Gurgaon,1,2090
734,154812,Stayed,1/25/2017,1/26/2017,1,365,1559,0,1/25/2017,Gurgaon,1,1559
735,105919,Stayed,1/22/2017,1/23/2017,1,365,1494,0,1/22/2017,Gurgaon,1,1494
736,123102,Cancelled,1/18/2017,1/19/2017,1,365,1494,0,1/13/2017,Gurgaon,1,1494
737,187153,Cancelled,1/14/2017,1/15/2017,1,365,1949,0,1/14/2017,Gurgaon,1,1949
738,192119,Stayed,1/9/2017,1/13/2017,1,365,6235,0,1/2/2017,Gurgaon,4,6235
739,192914,Cancelled,2/9/2017,2/10/2017,1,365,1819,0,1/4/2017,Gurgaon,1,1819
740,135672,Stayed,1/7/2017,1/8/2017,1,365,1949,0,1/7/2017,Gurgaon,1,1949
741,46097,Cancelled,1/5/2017,1/6/2017,1,365,1754,0,1/5/2017,Gurgaon,1,1754
742,19943,Stayed,1/13/2017,1/14/2017,1,459,2469,523,1/12/2017,Gurgaon,1,2469
743,66598,Cancelled,1/4/2017,1/5/2017,1,459,2534,644,1/3/2017,Gurgaon,1,2534
744,67529,Stayed,1/19/2017,1/20/2017,1,489,3314,701,1/19/2017,Gurgaon,1,3314
745,46444,Stayed,1/18/2017,1/19/2017,1,489,3444,728,1/17/2017,Gurgaon,1,3444
746,141430,Stayed,1/14/2017,1/15/2017,1,489,3119,660,1/14/2017,Gurgaon,1,3119
747,130739,Cancelled,1/31/2017,2/1/2017,1,522,2014,426,1/31/2017,Gurgaon,1,2014
748,105620,Stayed,1/30/2017,1/31/2017,1,522,2144,545,1/29/2017,Gurgaon,1,2144
749,42849,Cancelled,1/29/2017,1/30/2017,1,522,2599,550,1/14/2017,Gurgaon,1,2599
750,153697,Stayed,1/23/2017,1/24/2017,1,522,2144,453,1/22/2017,Gurgaon,1,2144
751,112514,Stayed,1/21/2017,1/22/2017,1,522,2599,550,1/6/2017,Gurgaon,1,2599
752,192208,Stayed,1/19/2017,1/20/2017,1,522,2144,472,1/19/2017,Gurgaon,1,2144
753,59986,Cancelled,1/11/2017,1/12/2017,1,522,1884,398,1/10/2017,Gurgaon,1,1884
754,37827,Stayed,1/8/2017,1/9/2017,1,522,1884,494,1/8/2017,Gurgaon,1,1884
755,75173,Stayed,1/18/2017,1/19/2017,1,522,2144,453,1/18/2017,Gurgaon,1,2144
756,32581,Stayed,1/6/2017,1/7/2017,1,522,1949,495,1/5/2017,Gurgaon,1,1949
757,166201,Cancelled,1/28/2017,1/31/2017,1,323,6755,1429,1/26/2017,Gurgaon,3,6755
758,65516,No Show,1/26/2017,1/27/2017,1,323,2274,481,1/26/2017,Gurgaon,1,2274
759,62006,Cancelled,1/19/2017,1/20/2017,1,323,2664,586,1/18/2017,Gurgaon,1,2664
760,40906,Cancelled,1/18/2017,1/19/2017,1,323,2469,523,1/18/2017,Gurgaon,1,2469
761,186686,Stayed,1/7/2017,1/8/2017,1,323,2339,594,1/7/2017,Gurgaon,1,2339
762,14874,Stayed,1/6/2017,1/7/2017,1,323,2339,594,1/6/2017,Gurgaon,1,2339
763,124252,Cancelled,1/2/2017,1/3/2017,1,655,3509,743,1/2/2017,Gurgaon,1,3509
764,169265,Stayed,1/7/2017,1/10/2017,1,478,7016,1781,1/7/2017,Hyderabad,3,7016
765,43860,Cancelled,1/28/2017,1/29/2017,1,483,2404,508,1/28/2017,Hyderabad,1,2404
766,100305,Cancelled,2/26/2017,2/28/2017,1,996,6757,1430,1/27/2017,Hyderabad,2,6757
767,193154,No Show,1/27/2017,1/28/2017,2,706,5522,1401,1/27/2017,Hyderabad,1,2761
768,99071,Cancelled,2/17/2017,2/21/2017,1,505,14035,2969,1/19/2017,Hyderabad,4,14035
769,75795,Stayed,1/27/2017,1/28/2017,1,505,2469,543,1/26/2017,Hyderabad,1,2469
770,172023,Stayed,1/6/2017,1/7/2017,1,505,2209,561,1/5/2017,Hyderabad,1,2209
771,95960,Cancelled,2/27/2017,3/1/2017,1,997,10267,2606,1/18/2017,Hyderabad,2,10267
772,38832,Cancelled,2/20/2017,2/21/2017,1,998,4744,1205,1/23/2017,Hyderabad,1,4744
773,128997,Cancelled,2/1/2017,2/3/2017,1,998,7082,1498,1/31/2017,Hyderabad,2,7082
774,67744,Stayed,1/23/2017,1/24/2017,1,877,2534,536,1/23/2017,Hyderabad,1,2534
775,31412,Stayed,1/21/2017,1/22/2017,1,877,2404,529,1/21/2017,Hyderabad,1,2404
776,160269,Cancelled,1/21/2017,1/22/2017,1,877,3184,673,1/21/2017,Hyderabad,1,3184
777,152224,Stayed,1/8/2017,1/9/2017,2,877,5327,1352,1/8/2017,Hyderabad,1,2663.5
778,167471,Stayed,1/10/2017,1/11/2017,1,877,3054,801,1/9/2017,Hyderabad,1,3054
779,104980,Stayed,1/9/2017,1/10/2017,2,877,5327,1397,1/9/2017,Hyderabad,1,2663.5
780,45386,Cancelled,1/23/2017,1/24/2017,1,808,4354,921,1/21/2017,Hyderabad,1,4354
781,138286,Stayed,1/18/2017,1/21/2017,1,808,6431,1632,1/4/2017,Hyderabad,3,6431
782,56000,Stayed,1/20/2017,1/21/2017,1,808,2209,561,1/20/2017,Hyderabad,1,2209
783,50501,Cancelled,1/6/2017,1/7/2017,1,808,2079,528,1/6/2017,Hyderabad,1,2079
784,43620,Stayed,1/4/2017,1/5/2017,1,808,1884,479,1/4/2017,Hyderabad,1,1884
785,129331,Stayed,1/3/2017,1/4/2017,1,808,1884,479,1/3/2017,Hyderabad,1,1884
786,26389,Cancelled,1/3/2017,1/4/2017,1,808,2794,710,1/2/2017,Hyderabad,1,2794
787,147455,Stayed,1/28/2017,1/29/2017,1,703,3184,701,1/28/2017,Hyderabad,1,3184
788,164571,Cancelled,1/27/2017,1/30/2017,2,703,19297,4245,1/5/2017,Hyderabad,3,9648.5
789,30990,Stayed,1/9/2017,1/10/2017,1,703,4029,1023,1/9/2017,Hyderabad,1,4029
790,24587,No Show,1/24/2017,1/25/2017,1,979,2989,759,1/24/2017,Hyderabad,1,2989
791,129675,Cancelled,1/27/2017,1/28/2017,1,342,3769,798,1/27/2017,Hyderabad,1,3769
792,61353,Cancelled,1/5/2017,1/6/2017,1,342,2339,594,1/4/2017,Hyderabad,1,2339
793,47695,Stayed,1/10/2017,1/13/2017,1,345,7601,1929,1/7/2017,Hyderabad,3,7601
794,196554,Cancelled,1/24/2017,1/25/2017,1,704,2079,440,1/23/2017,Hyderabad,1,2079
795,16603,Stayed,1/20/2017,1/21/2017,1,704,2144,453,1/14/2017,Hyderabad,1,2144
796,196829,Cancelled,1/20/2017,1/21/2017,1,704,2534,536,1/11/2017,Hyderabad,1,2534
797,68720,Cancelled,1/23/2017,1/24/2017,1,704,2469,523,1/4/2017,Hyderabad,1,2469
798,86187,Cancelled,1/9/2017,1/13/2017,1,164,14815,3134,1/1/2017,Hyderabad,4,14815
799,47342,Stayed,1/1/2017,1/2/2017,1,689,4224,893,1/1/2017,Hyderabad,1,4224
800,22852,Stayed,1/22/2017,1/28/2017,1,666,18712,4116,1/12/2017,Hyderabad,6,18712
801,60635,Stayed,1/22/2017,1/25/2017,1,666,8576,1887,1/12/2017,Hyderabad,3,8576
802,124084,Stayed,1/12/2017,1/13/2017,1,586,1689,372,1/11/2017,Jaipur,1,1689
803,52617,Stayed,1/21/2017,1/22/2017,1,628,2427,534,1/16/2017,Jaipur,1,2427
804,172114,Cancelled,1/23/2017,1/25/2017,2,628,8445,1786,1/12/2017,Jaipur,2,4222.5
805,69522,No Show,1/19/2017,1/20/2017,1,628,1594,338,1/19/2017,Jaipur,1,1594
806,93351,Cancelled,1/15/2017,1/18/2017,1,628,5214,1103,1/12/2017,Jaipur,3,5214
807,94520,Cancelled,1/10/2017,1/11/2017,1,628,1495,380,1/10/2017,Jaipur,1,1495
